property_id,postcode,property_type,built_form,construction_age,tenure,main_fuel,epc_rating,mains_gas,local_authority,latitude,longitude
P1978,NG7 7DW,Flat,End-Terrace,1983-1990,Rented (social),Mains Gas,C,No,Nottingham,52.976134,-1.172583
P1979,NG8 2GS,Flat,Not Recorded,1976-1982,Owner-occupied,Electricity,D,No,Nottingham,52.949526,-1.231717
P1980,NG3 4PT,Flat,End-Terrace,1967-1975,Rented (social),Community Heating,C,Yes,Nottingham,52.966378,-1.140565
P1981,NG8 4BP,Flat,Mid-Terrace,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.957852,-1.240338
P1982,NG7 1DX,Flat,Not Recorded,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.949468,-1.166857
P1985,NG7 1TJ,Flat,Not Recorded,2007-2011,Owner-occupied,Electricity,B,No,Nottingham,52.944006,-1.167393
P1986,NG7 1JG,Flat,Semi-Detached,1976-1982,Rented (private),Mains Gas,C,Yes,Nottingham,52.947327,-1.16794
P1987,NG3 4JW,Flat,Not Recorded,2012-2021,Rented (private),Electricity,C,No,Nottingham,52.969218,-1.142891
P1988,NG3 4PQ,Flat,End-Terrace,1967-1975,Rented (social),Mains Gas,C,No,Nottingham,52.966076,-1.139707
P1989,NG5 2GQ,Flat,Mid-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.98282,-1.145526
P1991,NG5 5UR,Flat,Not Recorded,2003-2006,Rented (private),Mains Gas,C,Yes,Nottingham,52.992362,-1.166403
P1992,NG11 8BG,Flat,Mid-Terrace,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.905228,-1.176982
P1994,NG7 3GT,Flat,Not Recorded,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.959454,-1.182206
P1995,NG3 5AP,Flat,End-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.966491,-1.148707
P1996,NG1 4AH,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.957637,-1.150057
P1997,NG5 5PG,Flat,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,53.004287,-1.159587
P1998,NG3 4HL,Flat,Not Recorded,1996-2002,Owner-occupied,Electricity,D,No,Nottingham,52.964385,-1.147051
P1999,NG7 1NQ,Flat,Not Recorded,1900-1929,Owner-occupied,Electricity,C,No,Nottingham,52.955068,-1.166779
P2000,NG2 4ER,Flat,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.949191,-1.124608
P2002,NG3 5BX,Flat,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.970229,-1.151031
P2003,NG3 5DB,Flat,Semi-Detached,1900-1929,Rented (private),Electricity,C,Yes,Nottingham,52.971703,-1.150987
P2004,NG3 4HD,Flat,Mid-Terrace,1976-1982,Rented (social),Community Heating,B,No,Nottingham,52.964732,-1.145347
P2005,NG3 4HD,Flat,Semi-Detached,1976-1982,Rented (social),Community Heating,C,No,Nottingham,52.964732,-1.145347
P2006,NG11 8EN,Flat,Not Recorded,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.908589,-1.182033
P2007,NG5 5QD,Flat,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,53.00731,-1.153537
P2008,NG3 4LN,Flat,Enclosed Mid-Terrace,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.969772,-1.141257
P2009,NG3 3AD,Flat,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97439,-1.12605
P2011,NG5 1QU,Flat,Not Recorded,2003-2006,Rented (private),Electricity,B,No,Nottingham,52.975186,-1.159214
P2012,NG3 5AG,Flat,Detached,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.966631,-1.149494
P2013,NG5 9JB,Flat,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.009843,-1.165962
P2015,NG1 6EP,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.951776,-1.151348
P2016,NG7 1ST,Flat,Mid-Terrace,2012 onwards,Rented (social),Mains Gas,B,No,Nottingham,52.950699,-1.173203
P2019,NG1 1GA,Flat,Mid-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.953477,-1.141594
P2022,NG1 7HT,Flat,Not Recorded,2007-2011,Rented (social),Mains Gas,C,Yes,Nottingham,52.948982,-1.14399
P2024,NG6 0EY,Flat,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.993424,-1.178302
P2026,NG5 2NW,Flat,Not Recorded,1967-1975,Owner-occupied,Electricity,F,No,Nottingham,52.98205,-1.157397
P2027,NG7 7JG,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,Yes,Nottingham,52.973591,-1.171411
P2028,NG7 6JE,Flat,Semi-Detached,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.972242,-1.159747
P2029,NG6 8HA,Flat,End-Terrace,1900-1929,Not defined - use in the case of a new dwelling for which the intended tenure in not known. It is not to be used for an existing dwelling,Mains Gas,E,Yes,Nottingham,53.001519,-1.197341
P2030,NG6 8WE,Flat,End-Terrace,1983-1990,Rented (private),Mains Gas,C,Yes,Nottingham,52.997081,-1.213948
P2031,NG7 3EA,Flat,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.955763,-1.176276
P2032,NG1 5FF,Flat,Mid-Terrace,1900-1929,Owner-occupied,Electricity,C,No,Nottingham,52.955291,-1.157694
P2033,NG8 6LP,Flat,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.974909,-1.228379
P2034,NG7 5GR,Flat,Not Recorded,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.971265,-1.174359
P2035,NG7 7LJ,Flat,End-Terrace,1900-1929,Rented (private),Mains Gas,E,Yes,Nottingham,52.971698,-1.160458
P2037,NG1 5BB,Flat,Not Recorded,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.955576,-1.161098
P2038,NG11 9HR,Flat,Enclosed Mid-Terrace,1983-1990,Owner-occupied,Mains Gas,C,No,Nottingham,52.902033,-1.178975
P2040,NG3 3DA,Flat,Semi-Detached,1967-1975,Rented (social),Community Heating,C,No,Nottingham,52.970352,-1.127069
P2042,NG8 5RR,Flat,Detached,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.971452,-1.200356
P2044,NG5 3GA,Flat,Enclosed End-Terrace,1991-1995,Owner-occupied,Electricity,C,No,Nottingham,52.993917,-1.139958
P2045,NG7 5JH,Flat,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.964554,-1.176184
P2046,NG1 6BH,Flat,Not Recorded,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.951237,-1.152579
P2047,NG3 4HD,Flat,Semi-Detached,1976-1982,Rented (social),Community Heating,C,No,Nottingham,52.964732,-1.145347
P2048,NG6 9AF,Flat,Enclosed End-Terrace,1900-1929,Rented (private),Electricity,B,No,Nottingham,52.99929,-1.193478
P2049,NG1 4AH,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.957637,-1.150057
P2051,NG8 2PX,Flat,Not Recorded,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.953048,-1.244083
P2052,NG5 2GQ,Flat,End-Terrace,1967-1975,Rented (private),Mains Gas,D,Yes,Nottingham,52.98282,-1.145526
P2055,NG8 3AZ,Flat,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.971895,-1.227956
P2056,NG5 1AF,Flat,Semi-Detached,1996-2002,Rented (private),Mains Gas,C,Yes,Nottingham,52.970832,-1.157377
P2057,NG11 7HB,Flat,Semi-Detached,2007-2011,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.923324,-1.161438
P2061,NG11 8BZ,Flat,Semi-Detached,2007-2011,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.898044,-1.193753
P2062,NG7 2JB,Flat,Not Recorded,1900-1929,Rented (private),Electricity,D,No,Nottingham,52.944734,-1.18162
P2063,NG7 3PX,Flat,Not Recorded,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.956989,-1.166459
P2064,NG7 4FW,Flat,End-Terrace,before 1900,Rented (private),Mains Gas,C,Yes,Nottingham,52.959578,-1.160008
P2065,NG3 5HP,Flat,Not Recorded,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.977105,-1.133472
P2066,NG8 6LA,Flat,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.976409,-1.226744
P2067,NG3 2FL,Flat,Enclosed Mid-Terrace,2007-2011,Rented (social),Mains Gas,C,No,Nottingham,52.959046,-1.129813
P2068,NG1 6BH,Flat,Not Recorded,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.951237,-1.152579
P2069,NG2 3GF,Flat,Not Recorded,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.948127,-1.129064
P2070,NG5 1FB,Flat,Semi-Detached,before 1900,Rented (private),Mains Gas,D,Yes,Nottingham,52.977827,-1.156362
P2071,NG1 5GD,Flat,Not Recorded,2003-2006,Rented (private),Electricity,D,No,Nottingham,52.955796,-1.155333
P2072,NG1 6BH,Flat,Not Recorded,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.951237,-1.152579
P2073,NG11 8SW,Flat,Not Recorded,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.904687,-1.195042
P2074,NG5 4DX,Flat,End-Terrace,1950-1966,Rented (social),Electricity,C,No,Nottingham,52.982685,-1.136771
P2075,NG5 2GQ,Flat,Mid-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.98282,-1.145526
P2076,NG7 4HR,Flat,Semi-Detached,1996-2002,Rented (private),Mains Gas,B,Yes,Nottingham,52.957581,-1.163694
P2077,NG8 5JB,Flat,Enclosed Mid-Terrace,1996-2002,Owner-occupied,LPG,D,Yes,Nottingham,52.970281,-1.194763
P2078,NG8 5RL,Flat,Not Recorded,1996-2002,Rented (social),Mains Gas,C,Yes,Nottingham,52.971892,-1.206989
P2080,NG1 4AH,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.957637,-1.150057
P2081,NG6 8EZ,Flat,Semi-Detached,1900-1929,Owner-occupied,Electricity,D,No,Nottingham,53.002115,-1.196421
P2082,NG6 7DP,Flat,Not Recorded,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,53.00199,-1.211311
P2083,NG7 3BT,Flat,Not Recorded,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.95649,-1.177364
P2084,NG8 3FR,Flat,Mid-Terrace,1991-1995,Rented (social),Mains Gas,C,No,Nottingham,52.966592,-1.206237
P2085,NG1 4GR,Flat,Not Recorded,2012-2021,Rented (private),Mains Gas,C,Yes,Nottingham,52.960515,-1.155256
P2087,NG1 6BH,Flat,Not Recorded,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.951237,-1.152579
P2088,NG5 9AP,Flat,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.00317,-1.171962
P2089,NG5 1RE,Flat,End-Terrace,2007-2011,Rented (private),Electricity,B,No,Nottingham,52.991461,-1.159746
P2090,NG3 3LJ,Flat,Not Recorded,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.969339,-1.131095
P2091,NG7 4DP,Flat,Semi-Detached,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.96057,-1.16179
P2093,NG5 2GA,Flat,Not Recorded,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.982663,-1.144963
P2094,NG3 5BW,Flat,Semi-Detached,1900-1929,Rented (private),Mains Gas,E,Yes,Nottingham,52.969391,-1.149469
P2095,NG1 1QP,Flat,Semi-Detached,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.952808,-1.144853
P2096,NG6 8AT,Flat,Not Recorded,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,53.005143,-1.192207
P2098,NG8 5RZ,Flat,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.973623,-1.211812
P2099,NG7 1ST,Flat,Not Recorded,2012-2021,Rented (social),Mains Gas,C,Yes,Nottingham,52.950699,-1.173203
P2100,NG11 9GD,Flat,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.897436,-1.17979
P2101,NG5 1RE,Flat,End-Terrace,2012 onwards,Rented (private),Electricity,B,No,Nottingham,52.991461,-1.159746
P2103,NG7 1DG,Flat,Detached,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.948297,-1.158902
P2105,NG7 5JE,Flat,Not Recorded,before 1900,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.964375,-1.175071
P2106,NG1 1EJ,Flat,Not Recorded,2003-2006,Rented (private),Mains Gas,C,Yes,Nottingham,52.954633,-1.14239
P2107,NG5 5JS,Flat,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.997228,-1.162972
P2108,NG8 2TP,Flat,End-Terrace,1976-1982,Rented (social),Electricity,D,No,Nottingham,52.951,-1.239996
P2109,NG1 4GS,Flat,Not Recorded,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.961017,-1.152551
P2111,NG2 2HQ,Flat,Semi-Detached,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.943307,-1.148641
P2112,NG7 1NF,Flat,Not Recorded,1900-1929,Rented (social),Electricity,D,Yes,Nottingham,52.955442,-1.165089
P2113,NG8 1PH,Flat,Not Recorded,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.956672,-1.189448
P2114,NG5 1LS,Flat,Semi-Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.991103,-1.172833
P2115,NG5 1AY,Flat,Semi-Detached,1996-2002,Rented (private),Electricity,D,No,Nottingham,52.972204,-1.156949
P2118,NG5 4DY,Flat,End-Terrace,1950-1966,Rented (social),Electricity,C,No,Nottingham,52.983658,-1.137094
P2119,NG1 3BW,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.956245,-1.145187
P2120,NG2 3LG,Flat,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.942757,-1.140988
P2121,NG2 4NN,Flat,Not Recorded,1991-1995,Rented (private),Electricity,C,No,Nottingham,52.951014,-1.11954
P2122,NG11 8RQ,Flat,Not Recorded,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.902946,-1.192903
P2123,NG11 8SW,Flat,Not Recorded,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.904687,-1.195042
P2124,NG1 3BW,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.956245,-1.145187
P2125,NG7 1NQ,Flat,Not Recorded,1900-1929,Owner-occupied,Electricity,C,No,Nottingham,52.955068,-1.166779
P2126,NG1 3NX,Flat,Semi-Detached,1996-2002,Owner-occupied,Electricity,C,No,Nottingham,52.956755,-1.143658
P2127,NG3 2BH,Flat,Semi-Detached,2012-2021,Owner-occupied,Electricity,C,No,Nottingham,52.955636,-1.12945
P2128,NG5 9ES,Flat,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.008754,-1.161915
P2130,NG7 1NG,Flat,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.955664,-1.165919
P2131,NG1 4GS,Flat,Not Recorded,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.961017,-1.152551
P2132,NG3 3BX,Flat,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,No,Nottingham,52.971152,-1.129481
P2133,NG3 4HD,Flat,Semi-Detached,1976-1982,Rented (social),Community Heating,C,No,Nottingham,52.964732,-1.145347
P2134,NG6 8JD,Flat,End-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.003699,-1.202025
P2135,NG5 5TN,Flat,Not Recorded,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.999991,-1.152086
P2136,NG2 2NB,Flat,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.939507,-1.152822
P2137,NG5 2GQ,Flat,End-Terrace,1967-1975,Rented (private),Mains Gas,D,Yes,Nottingham,52.98282,-1.145526
P2138,NG7 4DT,Flat,Enclosed End-Terrace,1996-2002,Rented (private),Mains Gas,B,Yes,Nottingham,52.961135,-1.162821
P2139,NG3 1AY,Flat,Mid-Terrace,1983-1990,Rented (social),Mains Gas,C,No,Nottingham,52.959986,-1.147867
P2140,NG8 5LP,Flat,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.978609,-1.195338
P2142,NG3 7GA,Flat,Mid-Terrace,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.95668,-1.102946
P2143,NG7 3HS,Flat,Semi-Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.957268,-1.170294
P2146,NG1 5DT,Flat,Semi-Detached,1900-1929,Rented (private),Electricity,E,No,Nottingham,52.955077,-1.161658
P2147,NG7 2FP,Flat,Not Recorded,1983-1990,Rented (private),Mains Gas,C,Yes,Nottingham,52.94819,-1.17828
P2148,NG3 3BL,Flat,Semi-Detached,1976-1982,Rented (social),Community Heating,C,No,Nottingham,52.967217,-1.128621
P2149,NG3 5DY,Flat,Semi-Detached,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.972503,-1.149736
P2150,NG1 1AW,Flat,Mid-Terrace,2007-2011,Owner-occupied,Electricity,C,No,Nottingham,52.955646,-1.141968
P2151,NG5 4DY,Flat,Mid-Terrace,1950-1966,Rented (social),Electricity,C,No,Nottingham,52.983658,-1.137094
P2152,NG5 2DX,Flat,Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.972779,-1.153185
P2153,NG3 3DE,Flat,Not Recorded,1976-1982,Rented (social),Community Heating,D,No,Nottingham,52.968977,-1.127097
P2154,NG3 5AG,Flat,Not Recorded,before 1900,Rented (private),Mains Gas,C,Yes,Nottingham,52.966631,-1.149494
P2155,NG7 1ST,Flat,Not Recorded,2012-2021,Rented (social),Mains Gas,C,Yes,Nottingham,52.950699,-1.173203
P2156,NG8 4FQ,Flat,Not Recorded,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.964589,-1.227014
P2157,NG1 7HT,Flat,Not Recorded,2007-2011,Rented (social),Mains Gas,C,Yes,Nottingham,52.948982,-1.14399
P2158,NG7 1BT,Flat,Mid-Terrace,2003-2006,Owner-occupied,Electricity,C,No,Nottingham,52.948225,-1.156314
P2159,NG7 1NQ,Flat,Not Recorded,1900-1929,Owner-occupied,Electricity,C,No,Nottingham,52.955068,-1.166779
P2160,NG3 4GJ,Flat,Mid-Terrace,1996-2002,Owner-occupied,Electricity,D,No,Nottingham,52.965818,-1.148914
P2161,NG1 4AH,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.957637,-1.150057
P2162,NG2 3BH,Flat,Mid-Terrace,2012 onwards,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.948524,-1.141573
P2163,NG11 8GE,Flat,Mid-Terrace,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.911712,-1.172056
P2164,NG5 1AN,Flat,Enclosed End-Terrace,2007-2011,Rented (private),Electricity,B,No,Nottingham,52.97131,-1.157636
P2165,NG1 5AB,Flat,Not Recorded,2007-2011,Owner-occupied,Electricity,B,No,Nottingham,52.955004,-1.160275
P2166,NG7 1NQ,Flat,Not Recorded,1900-1929,Owner-occupied,Electricity,C,No,Nottingham,52.955068,-1.166779
P2167,NG7 3GU,Flat,Mid-Terrace,2012-2021,Rented (private),Electricity,C,No,Nottingham,52.959612,-1.168716
P2169,NG3 1GH,Flat,Semi-Detached,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.956222,-1.13703
P2170,NG2 2HR,Flat,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.942462,-1.144937
P2171,NG5 1QJ,Flat,Detached,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.981263,-1.165559
P2172,NG5 9EL,Flat,End-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,53.00897,-1.163252
P2174,NG1 3BW,Flat,Not Recorded,2003-2006,Rented (private),Electricity,C,No,Nottingham,52.956245,-1.145187
P2175,NG8 3FW,Bungalow,Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.962297,-1.203755
P2177,NG3 6LT,Bungalow,Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.973937,-1.121845
P2179,NG6 8JS,Bungalow,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.005114,-1.202595
P2180,NG6 0NL,Bungalow,End-Terrace,1996-2002,Rented (social),Mains Gas,C,Yes,Nottingham,52.986137,-1.187973
P2181,NG5 9AT,Bungalow,End-Terrace,1967-1975,Rented (social),Mains Gas,B,Yes,Nottingham,53.003919,-1.173721
P2182,NG11 9GY,Bungalow,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.897712,-1.187263
P2183,NG6 8LG,Bungalow,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.009627,-1.201409
P2184,NG6 8QR,Bungalow,Semi-Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.990015,-1.201815
P2185,NG6 8RN,Bungalow,Detached,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.992864,-1.198932
P2186,NG8 4NH,Bungalow,Detached,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.961887,-1.228982
P2187,NG8 4EY,Bungalow,Detached,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.962671,-1.229207
P2189,NG11 9JF,Bungalow,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.904593,-1.187788
P2190,NG6 8DL,Bungalow,Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,53.008197,-1.193283
P2191,NG8 4AR,Bungalow,Mid-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.969362,-1.229758
P2192,NG6 8EB,Bungalow,Semi-Detached,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,53.009057,-1.198081
P2193,NG8 4BJ,Bungalow,Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.970762,-1.228006
P2194,NG5 3AF,Bungalow,Semi-Detached,1996-2002,Rented (social),Mains Gas,C,Yes,Nottingham,52.983452,-1.145946
P2197,NG8 4BJ,Bungalow,End-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.970762,-1.228006
P2198,NG8 3LQ,Bungalow,Detached,1967-1975,Rented (social),Mains Gas,E,Yes,Nottingham,52.960666,-1.196505
P2199,NG8 4FF,Bungalow,Detached,1976-1982,Rented (social),Mains Gas,B,Yes,Nottingham,52.963044,-1.225806
P2200,NG6 8DL,Bungalow,Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,53.008197,-1.193283
P2201,NG6 0LF,Bungalow,Mid-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.984692,-1.188194
P2202,NG8 2JB,Bungalow,Semi-Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.952056,-1.244994
P2203,NG8 3LQ,Bungalow,Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.960666,-1.196505
P2204,NG8 3GU,Bungalow,Mid-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.964871,-1.206968
P2205,NG8 6NL,Bungalow,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.974437,-1.226318
P2206,NG11 8DB,Bungalow,Detached,2012-2021,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.898782,-1.192624
P2207,NG11 8HF,Bungalow,End-Terrace,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.915593,-1.174302
P2208,NG8 3FU,Bungalow,Detached,1996-2002,Rented (social),Mains Gas,B,Yes,Nottingham,52.962818,-1.205145
P2210,NG6 8RL,Bungalow,Detached,1991-1995,Rented (social),Mains Gas,D,Yes,Nottingham,52.992473,-1.198269
P2211,NG5 9EN,Bungalow,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.007101,-1.162185
P2212,NG8 5LL,Bungalow,Mid-Terrace,1967-1975,Rented (social),Mains Gas,B,Yes,Nottingham,52.977259,-1.193665
P2213,NG6 8LF,Bungalow,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.010171,-1.202084
P2214,NG5 1DN,Bungalow,End-Terrace,1991-1995,Rented (social),Mains Gas,D,Yes,Nottingham,52.982108,-1.165662
P2215,NG8 3GT,Bungalow,Detached,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.963793,-1.212423
P2216,NG8 2ET,Bungalow,Semi-Detached,1950-1966,Rented (social),Mains Gas,B,Yes,Nottingham,52.953717,-1.24035
P2217,NG5 5NF,Bungalow,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,53.003172,-1.156941
P2219,NG8 3FD,Bungalow,Detached,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.965178,-1.204461
P2220,NG8 4LZ,Bungalow,Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.962055,-1.227163
P2221,NG8 3HW,Bungalow,Detached,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.962867,-1.211159
P2222,NG11 9LW,Bungalow,End-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.901791,-1.182934
P2226,NG6 8JS,Bungalow,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.005114,-1.202595
P2230,NG8 4LZ,Bungalow,Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.962055,-1.227163
P2231,NG5 9DX,Bungalow,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.005716,-1.163315
P2232,NG8 3FR,Bungalow,Mid-Terrace,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.966592,-1.206237
P2234,NG11 9ER,Bungalow,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.894467,-1.176814
P2235,NG11 8FH,Bungalow,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.909653,-1.178489
P2236,NG3 2ND,Bungalow,End-Terrace,1996-2002,Rented (social),Mains Gas,C,Yes,Nottingham,52.962835,-1.1207
P2237,NG6 8LG,Bungalow,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.009627,-1.201409
P2238,NG6 8DP,Bungalow,Semi-Detached,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,53.009102,-1.196753
P2239,NG8 4NJ,Bungalow,Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.962668,-1.227346
P2240,NG11 8LW,Bungalow,Mid-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.902302,-1.175045
P2241,NG6 8DP,Bungalow,Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,53.009102,-1.196753
