property_id,postcode,property_type,built_form,construction_age,tenure,main_fuel,epc_rating,mains_gas,local_authority,latitude,longitude
P0614,NG1 1GS,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.950784,-1.140859
P0616,NG3 4QN,House,End-Terrace,1967-1975,Rented (social),Community Heating,C,Yes,Nottingham,52.963003,-1.142478
P0617,NG7 2DU,House,Mid-Terrace,1996-2002,Owner-occupied,Electricity,D,No,Nottingham,52.951591,-1.181267
P0618,NG6 0EX,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.992637,-1.177527
P0619,NG8 6BH,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.980364,-1.210424
P0620,NG8 5SJ,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.97532,-1.208863
P0621,NG8 5NW,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.980546,-1.199964
P0625,NG7 3FE,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.958232,-1.178388
P0626,NG8 6GW,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.980701,-1.215065
P0627,NG8 4NB,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.961252,-1.23218
P0628,NG5 2HS,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,F,Yes,Nottingham,52.980409,-1.151621
P0629,NG6 8PX,House,End-Terrace,2003-2006,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.991489,-1.195024
P0630,NG3 7AH,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.964663,-1.113858
P0631,NG6 8HF,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,53.002056,-1.199656
P0632,NG5 1FR,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.98264,-1.160692
P0634,NG6 7FJ,House,Semi-Detached,1976-1982,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.004958,-1.218499
P0635,NG11 8FW,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.914188,-1.177838
P0636,NG9 2GD,House,End-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.935036,-1.21388
P0637,NG3 5FB,House,End-Terrace,1967-1975,Rented (private),Mains Gas,D,Yes,Nottingham,52.980928,-1.132606
P0639,NG6 8EU,House,Mid-Terrace,before 1900,Rented (private),Mains Gas,C,Yes,Nottingham,53.002437,-1.194895
P0640,NG2 2ES,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.93868,-1.146515
P0641,NG5 9BP,House,Mid-Terrace,1983-1990,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.00785,-1.172797
P0642,NG9 2SQ,House,Mid-Terrace,1930-1949,Rented (private),Mains Gas,C,Yes,Nottingham,52.937553,-1.212555
P0643,NG6 8BS,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,53.015463,-1.192238
P0646,NG8 5QQ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97549,-1.199373
P0647,NG6 8DF,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,53.014877,-1.189402
P0648,NG6 8YH,House,End-Terrace,2003-2006,Rented (private),Mains Gas,C,Yes,Nottingham,52.986859,-1.197583
P0649,NG9 2SL,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.938627,-1.211747
P0650,NG5 5FJ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.994535,-1.168671
P0651,NG5 5UW,House,Semi-Detached,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.992906,-1.168344
P0652,NG3 4JQ,House,Semi-Detached,1967-1975,Owner-occupied,Community Heating,C,Yes,Nottingham,52.96692,-1.143338
P0654,NG6 0EX,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.992637,-1.177527
P0655,NG2 4HF,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.951035,-1.127235
P0656,NG3 1GU,House,Semi-Detached,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.95799,-1.140374
P0657,NG5 5FW,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.996167,-1.173243
P0658,NG2 4LR,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.952969,-1.12736
P0659,NG6 8BE,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,53.015574,-1.194054
P0660,NG9 2TR,House,End-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.934648,-1.21228
P0662,NG8 2AA,House,Semi-Detached,1930-1949,Owner-occupied,Electricity,F,No,Nottingham,52.953699,-1.214034
P0663,NG5 1NQ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.988386,-1.171202
P0667,NG6 9EH,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,E,Yes,Nottingham,52.993697,-1.180084
P0668,NG6 8AF,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,53.013509,-1.189233
P0669,NG8 1QB,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.958219,-1.187008
P0670,NG5 1JS,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.982121,-1.176535
P0672,NG5 5FW,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.996167,-1.173243
P0674,NG9 2SF,House,End-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.938192,-1.214002
P0675,NG8 3PP,House,Mid-Terrace,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.960548,-1.187113
P0676,NG2 3LF,House,Mid-Terrace,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.943283,-1.141617
P0677,NG8 5PW,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979192,-1.205739
P0678,NG5 5NP,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,53.0006,-1.156723
P0679,NG7 7EQ,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.977783,-1.171911
P0680,NG8 6QA,House,Mid-Terrace,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.979619,-1.226955
P0682,NG8 4DA,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.957116,-1.241958
P0683,NG5 5TJ,House,Detached,1983-1990,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.002774,-1.153998
P0685,NG7 6FJ,House,Mid-Terrace,before 1900,Rented (private),Mains Gas,C,Yes,Nottingham,52.969685,-1.170801
P0686,NG8 2EY,House,End-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.954202,-1.236085
P0687,NG11 8JX,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.909907,-1.168462
P0688,NG6 8DF,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,53.014877,-1.189402
P0690,NG6 9EQ,House,Semi-Detached,1930-1949,Rented (social),Other,G,Yes,Nottingham,52.996278,-1.182822
P0692,NG2 1QD,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.94262,-1.157048
P0693,NG2 4FR,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.951605,-1.125214
P0694,NG11 9DJ,House,End-Terrace,1950-1966,Rented (social),Other,C,Yes,Nottingham,52.897015,-1.176097
P0695,NG8 4BX,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.957112,-1.238445
P0696,NG6 8JJ,House,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.005276,-1.20669
P0697,NG8 6JT,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977444,-1.220113
P0699,NG8 3NZ,House,Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.96178,-1.192494
P0700,NG5 2AJ,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.976909,-1.154951
P0701,NG5 6DR,House,End-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.996701,-1.144566
P0702,NG11 8NH,House,Detached,2007-2011,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.908029,-1.196095
P0703,NG8 3FG,House,Semi-Detached,1996-2002,Rented (private),Mains Gas,C,Yes,Nottingham,52.962765,-1.201141
P0704,NG11 8FS,House,Mid-Terrace,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.911014,-1.179028
P0705,NG6 7GF,House,End-Terrace,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,53.000827,-1.216234
P0706,NG7 5QW,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.963621,-1.17909
P0707,NG5 3EN,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.988359,-1.147025
P0708,NG8 6QB,House,Semi-Detached,1991-1995,Rented (private),Mains Gas,C,Yes,Nottingham,52.978878,-1.227802
P0709,NG6 9DH,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.992554,-1.186482
P0710,NG7 5QT,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.963188,-1.178905
P0711,NG2 4JA,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.95462,-1.124468
P0712,NG2 4BY,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.949043,-1.126456
P0715,NG3 3BY,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,D,No,Nottingham,52.971469,-1.127345
P0717,NG8 6EY,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.98349,-1.203336
P0719,NG2 2GY,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.93914,-1.143009
P0720,NG8 5EU,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.975153,-1.184203
P0721,NG6 8JH,House,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.005388,-1.207299
P0722,NG7 6AY,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.970379,-1.16979
P0726,NG8 6DL,House,Mid-Terrace,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.98324,-1.210222
P0727,NG3 4FR,House,Mid-Terrace,1976-1982,Owner-occupied,Community Heating,D,No,Nottingham,52.963894,-1.147656
P0728,NG11 8GW,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.91476,-1.176073
P0729,NG7 1LA,House,Semi-Detached,1900-1929,Rented (private),Electricity,B,No,Nottingham,52.948262,-1.169306
P0730,NG11 8JP,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.908404,-1.168268
P0731,NG5 2HH,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,E,Yes,Nottingham,52.981953,-1.151277
P0732,NG11 9JF,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.904593,-1.187788
P0733,NG7 7DU,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.976774,-1.171603
P0734,NG6 0AW,House,End-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.986928,-1.183996
P0735,NG11 8HF,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.915593,-1.174302
P0736,NG8 4PN,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.963977,-1.23106
P0739,NG2 1QE,House,Mid-Terrace,1967-1975,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.942798,-1.158041
P0740,NG3 2LQ,House,End-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.960978,-1.127347
P0741,NG3 3LG,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.966689,-1.131357
P0742,NG3 3BN,House,End-Terrace,1967-1975,Rented (social),Mains Gas,D,No,Nottingham,52.967702,-1.129743
P0743,NG2 4QE,House,Mid-Terrace,before 1900,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.952829,-1.130384
P0744,NG7 6AA,House,End-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.96351,-1.168343
P0745,NG8 6BG,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979959,-1.210223
P0746,NG11 9AP,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.899869,-1.171553
P0748,NG11 8LR,House,Semi-Detached,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.901502,-1.171106
P0750,NG6 8AR,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,53.007057,-1.192171
P0751,NG11 9LP,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.904039,-1.183056
P0752,NG8 6HL,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979675,-1.212149
P0753,NG7 5AE,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.962757,-1.171142
P0754,NG8 5PW,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979192,-1.205739
P0755,NG8 3AD,House,End-Terrace,1930-1949,Rented (private),Mains Gas,C,Yes,Nottingham,52.969742,-1.21224
P0756,NG5 9AD,House,Semi-Detached,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.003825,-1.175764
P0757,NG3 1LH,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,C,No,Nottingham,52.959656,-1.139537
P0759,NG7 6LL,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.969584,-1.161496
P0761,NG7 6FJ,House,Mid-Terrace,before 1900,Rented (social),Mains Gas,C,Yes,Nottingham,52.969685,-1.170801
P0764,NG8 5NW,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.980546,-1.199964
P0765,NG5 5TE,House,End-Terrace,1950-1966,Rented (social),Mains Gas,B,Yes,Nottingham,53.004174,-1.152436
P0767,NG8 4EU,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,F,Yes,Nottingham,52.963938,-1.222306
P0768,NG6 8SH,House,Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.988727,-1.194763
P0769,NG8 5NH,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979921,-1.208644
P0771,NG7 1HT,House,End-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.946073,-1.164719
P0772,NG5 5SR,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.998941,-1.152255
P0773,NG8 5QQ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97549,-1.199373
P0774,NG5 4AG,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.981748,-1.145235
P0775,NG8 3AW,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.972117,-1.223485
P0777,NG7 3AY,House,Mid-Terrace,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.959195,-1.174663
P0778,NG8 5RD,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.973807,-1.205659
P0779,NG3 3AW,House,Mid-Terrace,1930-1949,Rented (private),Mains Gas,C,Yes,Nottingham,52.965852,-1.127458
P0780,NG3 7BQ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.961828,-1.118219
P0781,NG3 3EZ,House,End-Terrace,1983-1990,Owner-occupied,Electricity,C,No,Nottingham,52.97339,-1.12817
P0782,NG6 0BP,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.9895,-1.186733
P0783,NG11 9JU,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.902843,-1.185606
P0785,NG6 0LD,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.987134,-1.191768
P0786,NG8 5SB,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.974425,-1.212111
P0787,NG11 7EH,House,Detached,1983-1990,Rented (private),Mains Gas,C,Yes,Nottingham,52.913257,-1.162911
P0788,NG8 6EJ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.982878,-1.201783
P0789,NG6 8JX,House,Mid-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,53.005944,-1.20167
P0790,NG8 6FQ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977613,-1.21165
P0791,NG5 6DY,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.995564,-1.151428
P0792,NG5 6DX,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.99527,-1.150569
P0794,NG5 3EN,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.988359,-1.147025
P0795,NG9 2SW,House,End-Terrace,1900-1929,Rented (social),Electricity,F,No,Nottingham,52.936862,-1.209934
P0798,NG6 8SG,House,Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.987813,-1.193782
P0800,NG5 9AW,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.003691,-1.170611
P0801,NG3 3LH,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.966722,-1.130999
P0802,NG6 8RR,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.991669,-1.196392
P0804,NG6 9GF,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.998862,-1.186081
P0806,NG6 8BT,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,53.015351,-1.193015
P0807,NG6 0DR,House,End-Terrace,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.989957,-1.189123
P0808,NG6 9HF,House,End-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,53.003223,-1.188875
P0809,NG9 2SW,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.936862,-1.209934
P0810,NG7 6AQ,House,Semi-Detached,before 1900,Rented (private),Mains Gas,C,Yes,Nottingham,52.964672,-1.167338
P0812,NG11 8RG,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.899759,-1.192204
P0813,NG5 5BS,House,Detached,1967-1975,Rented (private),Mains Gas,D,Yes,Nottingham,53.009391,-1.181173
P0814,NG5 5FF,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.992594,-1.171434
P0815,NG6 0BT,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.986791,-1.182345
P0816,NG5 5RB,House,Mid-Terrace,1950-1966,Owner-occupied,Other,G,No,Nottingham,53.005384,-1.150743
P0817,NG2 1QA,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.943011,-1.155135
P0818,NG8 4PP,House,Semi-Detached,1967-1975,Owner-occupied,Electricity,E,No,Nottingham,52.964824,-1.231268
P0819,NG7 5LB,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.965946,-1.175949
P0821,NG5 9AW,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.003691,-1.170611
P0823,NG5 4EE,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.982486,-1.131725
P0824,NG11 8BP,House,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.904278,-1.178695
P0825,NG7 5QP,House,Mid-Terrace,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.962762,-1.182203
P0826,NG7 7AP,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.974541,-1.165838
P0827,NG8 3AL,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.972458,-1.219279
P0828,NG5 9BQ,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,53.00637,-1.17588
P0829,NG2 4EB,House,End-Terrace,1967-1975,Owner-occupied,Electricity,F,No,Nottingham,52.953812,-1.09467
P0831,NG5 1HU,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.987235,-1.168573
P0832,NG7 6LS,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.970772,-1.162903
P0833,NG7 5NL,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.965594,-1.181018
P0834,NG3 5HY,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.977185,-1.134542
P0836,NG2 1PR,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.941073,-1.156869
P0838,NG5 1FR,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.98264,-1.160692
P0839,NG8 4AA,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.9695,-1.227463
P0840,NG8 4AG,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.969189,-1.22796
P0841,NG5 5GA,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.995502,-1.177189
P0843,NG5 5FQ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.995501,-1.169338
P0845,NG3 7FD,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,E,Yes,Nottingham,52.958436,-1.107033
P0848,NG7 1QE,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.952878,-1.173697
P0849,NG5 5JU,House,Mid-Terrace,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.996996,-1.164586
P0851,NG6 0LW,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.9814,-1.191905
P0853,NG6 8AA,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,E,Yes,Nottingham,53.017555,-1.18798
P0854,NG5 5GR,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.994581,-1.172648
P0855,NG11 9DQ,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.895293,-1.174063
P0856,NG8 4EQ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.965033,-1.220663
P0857,NG5 5GR,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.994581,-1.172648
P0859,NG3 7BU,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.960781,-1.117704
P0860,NG3 5HH,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.974343,-1.134316
P0861,NG8 2DW,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.956074,-1.242125
P0862,NG6 9EB,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.992657,-1.183113
P0863,NG6 0DH,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.986183,-1.17896
P0865,NG2 3GF,House,Semi-Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.948127,-1.129064
P0866,NG5 3FD,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.989228,-1.144133
P0867,NG5 6DQ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.996405,-1.145869
P0868,NG8 3AE,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.971685,-1.216434
P0869,NG8 1GL,House,Mid-Terrace,1983-1990,Rented (private),Mains Gas,C,Yes,Nottingham,52.955332,-1.209524
P0870,NG7 6BD,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.967217,-1.167453
P0871,NG6 7BH,House,Semi-Detached,1976-1982,Rented (private),Mains Gas,C,Yes,Nottingham,52.996027,-1.210928
P0873,NG5 3EH,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.987478,-1.143304
P0874,NG8 2JB,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.952056,-1.244994
P0875,NG7 6NN,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.970036,-1.159254
P0877,NG11 8PL,House,Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.914791,-1.179225
P0878,NG8 6QF,House,End-Terrace,1991-1995,Rented (social),Mains Gas,D,Yes,Nottingham,52.979839,-1.226236
P0879,NG8 6EB,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.982821,-1.204093
P0881,NG8 6EG,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.983138,-1.203059
P0883,NG6 9HF,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,53.003223,-1.188875
P0884,NG8 1JQ,House,Detached,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.95832,-1.208621
P0885,NG5 3DX,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.985183,-1.152897
P0886,NG11 9ER,House,Mid-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.894467,-1.176814
P0887,NG8 3DA,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.973258,-1.220561
P0888,NG7 6BA,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.968719,-1.168839
P0889,NG8 1ND,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.958878,-1.196702
P0890,NG3 2BA,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.956449,-1.129999
P0891,NG8 5HL,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.975778,-1.19274
P0892,NG8 6GP,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977202,-1.217541
