air_temperature,radiant_temperature,relative_humidity,air_velocity,outdoor_temperature,clo_value,met_rate,comfort_label
25.1,25.348571428571432,39.0,0.05,19.6875,0.76,0.955631399317406,too_warm
25.4,25.57571428571428,39.0,0.01,19.6875,0.63,1.0196245733788396,comfortable
24.4,24.231060606060613,41.0,0.32,19.6875,0.6,1.36518771331058,comfortable
21.8,23.81142857142857,45.0,0.22,19.6875,0.59,1.1732081911262802,comfortable
24.9,25.195714285714285,38.0,0.07,19.6875,0.8,1.3225255972696244,comfortable
23.3,23.31857142857143,43.0,0.13,19.6875,0.91,1.1092150170648465,comfortable
22.0,23.542857142857144,45.0,0.63,19.6875,0.53,1.1988054607508534,comfortable
24.8,25.05428571428572,39.0,0.07,19.6875,0.62,1.3865187713310585,comfortable
23.4,23.04571428571428,44.0,0.08,19.6875,0.74,1.1092150170648465,comfortable
24.8,24.31571428571429,39.0,0.05,19.6875,0.8300000000000001,1.2798634812286689,comfortable
24.0,23.458571428571428,42.0,0.18,19.6875,0.97,1.3187713310580205,too_warm
24.1,24.79,49.0,0.1,20.1625,0.6699999999999999,1.36518771331058,too_warm
24.7,25.31857142857143,47.0,0.01,20.1625,0.76,1.2319112627986346,comfortable
24.5,24.90714285714286,48.0,0.1,20.1625,0.6799999999999999,0.9385665529010238,comfortable
24.5,25.30909090909092,49.0,0.01,20.1625,0.6,1.36518771331058,too_warm
24.3,25.68428571428572,45.0,0.01,20.1625,0.6899999999999998,2.0211604095563143,comfortable
22.6,23.805714285714284,54.0,0.32,20.1625,0.7799999999999999,1.0238907849829348,comfortable
23.5,23.27714285714285,50.0,0.01,20.1625,0.76,1.1092150170648465,comfortable
24.6,25.885714285714283,45.0,0.01,20.1625,0.74,1.1092150170648465,comfortable
23.5,23.70428571428572,50.0,0.03,20.1625,0.63,1.4186006825938564,comfortable
25.3,25.814285714285724,50.0,0.01,17.575,0.76,1.0921501706484644,too_warm
25.2,25.51571428571428,50.0,0.01,17.575,0.82,1.446245733788396,comfortable
25.3,25.49428571428572,51.0,0.06,17.575,0.6799999999999999,1.1305460750853242,comfortable
24.7,25.96742424242424,52.0,0.07,17.575,0.71,1.36518771331058,comfortable
24.8,25.612857142857145,51.0,0.04,17.575,0.53,1.0571672354948805,comfortable
21.7,22.352857142857147,60.0,0.01,17.575,0.76,1.1092150170648465,comfortable
24.3,24.681428571428576,51.0,0.05,17.575,0.92,1.0921501706484644,comfortable
24.4,25.968571428571423,53.0,0.02,17.575,0.74,1.4334470989761092,comfortable
20.1,22.322857142857146,67.0,0.02,17.575,0.46,1.271843003412969,comfortable
26.2,25.871428571428574,25.0,0.01,20.195833333333333,0.76,1.3931740614334471,too_warm
26.0,25.775714285714283,29.0,0.12,20.195833333333333,0.76,1.207337883959044,too_warm
23.9,25.62045454545456,44.0,0.12,20.195833333333333,0.6,1.36518771331058,comfortable
26.1,25.579999999999995,26.0,0.01,20.195833333333333,0.77,1.102901023890785,too_warm
26.7,25.998571428571427,27.0,0.44,20.195833333333333,0.8300000000000001,1.3011945392491464,comfortable
22.9,24.9,31.0,0.26,20.195833333333333,0.62,1.194539249146758,comfortable
24.4,23.741428571428568,33.0,0.08,20.195833333333333,0.74,1.1092150170648465,comfortable
25.6,26.09,28.0,0.06,20.195833333333333,0.63,1.1732081911262802,too_warm
25.3,25.042857142857144,31.0,0.11,20.195833333333333,0.92,1.3865187713310585,comfortable
26.6,27.31571428571429,26.0,0.05,20.195833333333333,0.74,1.4783276450511942,too_warm
24.7,25.27571428571428,42.0,0.07,16.366666666666667,0.76,1.36518771331058,too_warm
24.7,24.81857142857143,44.0,0.01,16.366666666666667,0.76,1.3887372013651875,comfortable
24.7,24.96,42.0,0.02,16.366666666666667,0.76,1.156143344709898,comfortable
23.4,25.396212121212123,47.0,0.04,16.366666666666667,0.71,1.36518771331058,comfortable
24.5,25.44428571428572,43.0,0.06,16.366666666666667,1.03,1.0482935153583617,too_warm
21.4,22.45857142857143,51.0,0.0899999999999999,16.366666666666667,0.81,1.1092150170648465,comfortable
23.9,23.85857142857143,44.0,0.01,16.366666666666667,0.74,1.1092150170648465,comfortable
24.5,24.81142857142857,43.0,0.05,16.366666666666667,0.88,1.5358361774744025,comfortable
23.9,25.591428571428576,44.0,0.12,16.366666666666667,0.74,0.9385665529010238,comfortable
21.2,22.44142857142857,51.0,0.08,16.366666666666667,0.88,1.1873720136518773,comfortable
25.1,25.30428571428573,41.0,0.05,18.8625,0.76,1.32679180887372,too_warm
24.8,24.98857142857143,51.0,0.05,18.8625,0.74,1.7918088737201363,comfortable
25.5,26.175,48.0,0.11,18.8625,0.6,1.36518771331058,comfortable
20.5,22.152857142857147,52.0,0.7,18.8625,0.5800000000000001,1.0238907849829348,comfortable
24.6,24.742857142857144,51.0,0.2,18.8625,0.62,0.9385665529010238,comfortable
22.2,23.231428571428573,52.0,0.1,18.8625,0.82,1.122013651877133,comfortable
25.4,25.758571428571432,48.0,0.03,18.8625,0.8500000000000001,1.612627986348123,comfortable
24.6,25.48857142857143,44.0,0.05,18.8625,0.71,1.002559726962457,comfortable
24.6,24.197142857142858,54.0,0.02,18.8625,0.74,1.1092150170648465,comfortable
24.2,24.17428571428572,52.0,0.05,18.8625,0.63,1.6477815699658704,comfortable
20.9,21.48857142857143,41.0,0.14,13.995833333333334,0.8700000000000001,1.3822525597269628,comfortable
21.3,21.88142857142857,39.0,0.19,13.995833333333334,0.59,1.36518771331058,comfortable
21.1,22.05428571428572,39.0,0.15,13.995833333333334,0.6,1.267064846416382,comfortable
21.1,22.05428571428572,39.0,0.15,13.995833333333334,0.26,1.706484641638225,comfortable
21.1,22.05428571428572,39.0,0.15,13.995833333333334,0.74,1.1262798634812288,comfortable
21.1,22.27,39.0,0.2,13.995833333333334,1.07,1.164675767918089,too_warm
21.1,22.27,39.0,0.2,13.995833333333334,0.8500000000000001,1.164675767918089,comfortable
21.1,21.72142857142857,39.0,0.11,13.995833333333334,0.8500000000000001,1.0571672354948805,too_cold
21.1,21.72142857142857,39.0,0.11,13.995833333333334,0.26,0.9385665529010238,too_cold
21.3,22.217142857142854,36.0,0.14,13.995833333333334,0.93,1.3187713310580205,comfortable
20.9,21.48857142857143,41.0,0.14,13.995833333333334,0.44,1.032423208191126,comfortable
21.3,22.217142857142854,36.0,0.14,13.995833333333334,0.59,1.877133105802048,too_cold
21.3,22.217142857142854,36.0,0.14,13.995833333333334,0.6799999999999999,1.0238907849829348,too_cold
22.6,23.33857142857143,34.0,0.19,13.995833333333334,0.63,1.167747440273038,too_warm
22.6,23.33857142857143,34.0,0.19,13.995833333333334,0.71,1.3215017064846413,comfortable
23.2,24.437142857142856,32.0,0.39,13.995833333333334,0.59,1.1433447098976108,comfortable
